славянск,россия	Slavyansk-na-Kubani
рассказовский район,россия	Rasskazovsky_District
железнодорожный,россия	Zheleznodorozhny,_Moscow_Oblast
хатынг-тумул,россия	Khating-Tumul
сычевка,россия	Sychyovka,_Sychyovsky_District,_Smolensk_Oblast
сегежа,россия	Segezha
лысогорский район,россия	Lysogorsky_District
борисовский район,россия	Borisovsky_District
олом,россия	Olom
усвятский район,россия	Usvyatsky_District
жилинда,россия	Zhilinda
бежаницкий район,россия	Bezhanitsky_District
черемисиновский район,россия	Cheremisinovsky_District
талдомский район,россия	Taldomsky_District
эльгяй,россия	Elgyay
Маралайы,россия	Maralayy
уватский район,россия	Uvatsky_District
спирово,россия	Spirovo,_Spirovsky_District,_Tver_Oblast
пригородный район,россия	Prigorodny_District,_Sverdlovsk_Oblast
мценский район,россия	Mtsensky_District
куркинский район,россия	Kurkinsky_District
оргет,россия	Orgyot
тянуть,россия	Tyanya
макарьев,россия	Makaryev
костомукша,россия	Kostomuksha
нефтебаза,россия	Neftebaza,_Olyokminsky_District,_Sakha_Republic
сергиево-посадский район,россия	Sergiyevo-Posadsky_District
старица,россия	Staritsa_(town),_Tver_Oblast
прогресс,россия	Progress,_Amur_Oblast
сясьстрой,россия	Syasstroy
закаменск,россия	Zakamensk
благовещенский район,россия	Blagoveshchensky_District,_Amur_Oblast
коуровка,россия	Kourovka,_Sverdlovsk_Oblast
лиманский район,россия	Limansky_District
городищенский район,россия	Gorodishchensky_District,_Volgograd_Oblast
льялово,россия	Lyalovo
цимлянский район,россия	Tsimlyansky_District
черендей,россия	Cherendey
новокузнецк,россия	Novokuznetsk
киселевск,россия	Kiselyovsk
сасовский район,россия	Sasovsky_District
белый калитва,россия	Belaya_Kalitva
красногорский район,россия	Krasnogorsky_District,_Moscow_Oblast
высокий,россия	Vysoky,_Murmansk_Oblast
кораблинский район,россия	Korablinsky_District
пронский район,россия	Pronsky_District
александровск-сахалинский,россия	Alexandrovsk-Sakhalinsky_(town)
чуп,россия	Chupa,_Republic_of_Karelia
нямозеро,россия	Nyamozero
сиктях,россия	Siktyakh
усть-цильма,россия	Ust-Tsilma
ерт,россия	Yert
краснооктябрьский район,россия	Krasnooktyabrsky_District,_Nizhny_Novgorod_Oblast
синдор,россия	Sindor
чаплыгин,россия	Chaplygin,_Lipetsk_Oblast
миллеровский район,россия	Millerovsky_District
нижний серги,россия	Nizhniye_Sergi
улахан-кюель,россия	Ulakhan-Kyuyol,_Verkhoyansky_District,_Sakha_Republic
карталинский район,россия	Kartalinsky_District
пялица,россия	Pyalitsa
петропавловск,россия	Petropavlovsk,_Sakha_Republic
омский район,россия	Omsky_District
чучковский район,россия	Chuchkovsky_District
оленек,россия	Olenyok_(rural_locality)
ерцево,россия	Yertsevo
киреевск,россия	Kireyevsk
рузский район,россия	Ruzsky_District
тюкалинский район,россия	Tyukalinsky_District
алеко-кюель,россия	Aleko-Kyuyol
суорд,россия	Suordakh
сыс-мейите,россия	Sysy-Meyite
булгунняхта,россия	Bulgunnyakhtakh
тосненский район,россия	Tosnensky_District
метяк,россия	Metyaki
кисловодск,россия	Kislovodsk
мыс-черный,россия	Mys-Chyorny
повенец,россия	Povenets
каменск-уральский,россия	Kamensk-Uralsky
тосно,россия	Tosno
верхнеколымск,россия	Verkhnekolymsk
славгород,россия	Slavgorod
черногорск,россия	Chernogorsk
жигалово,россия	Zhigalovo,_Irkutsk_Oblast
кувандыкский район,россия	Kuvandyksky_District
вытегра,россия	Vytegra
куда-бясь,россия	Kudu-Byas
тоншаевский район,россия	Tonshayevsky_District
новочебоксарск,россия	Novocheboksarsk
белогорск,россия	Belogorsk,_Amur_Oblast
инза,россия	Inza,_Russia
добринский район,россия	Dobrinsky_District
ковдор,россия	Kovdor
тос,россия	Tosu,_Russia
десногорск,россия	Desnogorsk
нерюнгри,россия	Neryungri
тарасовский район,россия	Tarasovsky_District
тарагай-бясь,россия	Taragay-Byas
лодейный поле,россия	Lodeynoye_Pole
тарский район,россия	Tarsky_District
буйнакск,россия	Buynaksk
чиряпча,россия	Chiryapchi
промкомбинат,россия	Promkombinat
асым,россия	Asyma
свирск,россия	Svirsk
барабинский  район,россия	Barabinsky_District
суслонгер,россия	Suslonger
беченч,россия	Bechencha
телиг,россия	Teligi,_Russia
белуший губа,россия	Belushya_Guba
тербяс,россия	Terbyas
маслянинский район,россия	Maslyaninsky_District
себян-кюель,россия	Sebyan-Kyuyol
ясненский район,россия	Yasnensky_District
болхов,россия	Bolkhov
лесной,россия	Lesnoye,_Tver_Oblast
якокит,россия	Yakokit
великолукский район,россия	Velikoluksky_District
владикавказ,россия	Vladikavkaz
высоцк,россия	Vysotsk
депутатский,россия	Deputatsky,_Sakha_Republic
островной,россия	Ostrovnoy,_Murmansk_Oblast
гудермес,россия	Gudermes
пинежский район,россия	Pinezhsky_District
марево,россия	Maryovo
андреевский,россия	Andreyevsky,_Sakha_Republic
изобильный,россия	Izobilny,_Stavropol_Krai
белоярский район,россия	Beloyarsky_District,_Sverdlovsk_Oblast
новоусманский район,россия	Novousmansky_District
вайда-губа,россия	Vayda-Guba
подпорожье,россия	Podporozhye,_Leningrad_Oblast
томмот,россия	Tommot
серге-бес,россия	Serge-Bes
азнакаево,россия	Aznakayevo
богучаны,россия	Boguchany_(rural_locality)
витязево,россия	Vityazevo,_Krasnodar_Krai
тас-анна,россия	Tas-Anna
нижний ломов,россия	Nizhny_Lomov
прокопьевск,россия	Prokopyevsk
любань,россия	Lyuban_(town),_Leningrad_Oblast
железногорск,россия	Zheleznogorsk,_Kursk_Oblast
выборг,россия	Vyborg
надвоица,россия	Nadvoitsy
камышлов,россия	Kamyshlov
новый уда,россия	Novaya_Uda,_Irkutsk_Oblast
ханты-мансийск,россия	Khanty-Mansiysk
исилькуль,россия	Isilkul
новосиль,россия	Novosil
рошаль,россия	Roshal_(town)
вачский район,россия	Vachsky_District
полевской,россия	Polevskoy
красноуфимский район,россия	Krasnoufimsky_District
татищевский район,россия	Tatishchevsky_District
муромцевский район,россия	Muromtsevsky_District
нижегородский область,россия	Nizhny_Novgorod_Oblast
оконешниковский район,россия	Okoneshnikovsky_District
минусинский район,россия	Minusinsky_District
заокский район,россия	Zaoksky_District
черняховский район,россия	Chernyakhovsky_District
веселовский район,россия	Vesyolovsky_District
харб-ат,россия	Kharba-Atakh
сухоложский район,россия	Sukholozhsky_District
мурманский область,россия	Murmansk_Oblast
роман,россия	Roman,_Sakha_Republic
мяндига,россия	Myandigi
слободской район,россия	Slobodskoy_District
тысагаччы,россия	Tysagachchy
брянск,россия	Bryansk
астраханский область,россия	Astrakhan_Oblast
диксон,россия	Dikson_(urban-type_settlement)
североморск-3,россия	Severomorsk-3_(rural_locality)
восход,россия	Voskhod,_Moscow_Oblast
кушва,россия	Kushva
дудинка,россия	Dudinka
редкино,россия	Redkino,_Konakovsky_District,_Tver_Oblast
сочи,россия	Sochi
провиденский район,россия	Providensky_District
сараевский район,россия	Sarayevsky_District
хатылым,россия	Khatylyma
ямальский район,россия	Yamalsky_District
валдость,россия	Valdost
мындагай,россия	Myndagai
чехов,россия	Chekhov,_Moscow_Oblast
менделеевск,россия	Mendeleyevsk
тазовский район,россия	Tazovsky_District
бакчарский район,россия	Bakcharsky_District
сеймчан,россия	Seymchan_(urban-type_settlement)
ковылкино,россия	Kovylkino
вышневолоцкий район,россия	Vyshnevolotsky_District
сайылык,россия	Sayylyk,_Verkhnevilyuysky_District,_Sakha_Republic
верхнехавский район,россия	Verkhnekhavsky_District
западнодвинский район,россия	Zapadnodvinsky_District
куженкино,россия	Kuzhenkino_(urban-type_settlement)
оса,россия	Osa,_Perm_Krai
новый торъял,россия	Novy_Toryal
белебей,россия	Belebey
березовка,россия	Berezovka,_Srednekolymsky_District,_Sakha_Republic
развилка,россия	Razbilka
балахтинский район,россия	Balakhtinsky_District
малый цильна,россия	Malaya_Tsilna,_Republic_of_Tatarstan
казачинский район,россия	Kazachinsky_District
кстово,россия	Kstovo
шимановск,россия	Shimanovsk
хангаласский улус,россия	Khangalassky_District
жуковский район,россия	Zhukovsky_District,_Bryansk_Oblast
нижнеангарск,россия	Nizhneangarsk
красавино,россия	Krasavino,_Veliky_Ustyug,_Vologda_Oblast
снежинск,россия	Snezhinsk
мглин,россия	Mglin
бетенкес,россия	Betenkyos
королева,россия	Korolyov,_Moscow_Oblast
аткарск,россия	Atkarsk
кичера,россия	Kichera
увельский район,россия	Uvelsky_District
шолоховский район,россия	Sholokhovsky_District
краснооктябрьский,россия	Krasnooktyabrsky,_Mari_El_Republic
медведево,россия	Medvedevo,_Mari_El_Republic
курильск,россия	Kurilsk
темрюк,россия	Temryuk
красненский район,россия	Krasnensky_District
тарко-сало,россия	Tarko-Sale
туруханский район,россия	Turukhansky_District
нерюктяйинск 2-й,россия	Neryuktyayinsk_2-y
жарковский район,россия	Zharkovsky_District
кременка,россия	Kremyonki,_Kaluga_Oblast
анива,россия	Aniva
галич,россия	Galich,_Russia
арбажский район,россия	Arbazhsky_District
устьянский район,россия	Ustyansky_District
борский район,россия	Borsky_District,_Samara_Oblast
рамешковский район,россия	Rameshkovsky_District
целинный район,россия	Tselinny_District,_Kurgan_Oblast
салтан,россия	Saltany
среднеканский район,россия	Srednekansky_District
обуховый,россия	Obukhovo,_Noginsky_District,_Moscow_Oblast
хиславичский район,россия	Khislavichsky_District
гулькевичи,россия	Gulkevichi
зерноградский район,россия	Zernogradsky_District
ряжск,россия	Ryazhsk
тогучин,россия	Toguchin
рыбинск,россия	Rybinsk
кемпендяй,россия	Kempendyay
тюбя,россия	Tyubya
нововаршавский район,россия	Novovarshavsky_District
кус,россия	Kusa,_Russia
ставропольский край,россия	Stavropol_Krai
химки,россия	Khimki
окуловка,россия	Okulovka_(town),_Novgorod_Oblast
калуга,россия	Kaluga
лопатинский район,россия	Lopatinsky_District
южно-сахалинск,россия	Yuzhno-Sakhalinsk
ртищевский район,россия	Rtishchevsky_District
городовиковск,россия	Gorodovikovsk
первомайский район,россия	Pervomaysky_District,_Yaroslavl_Oblast
болховский район,россия	Bolkhovsky_District
бакал,россия	Bakal,_Russia
абан,россия	Aban,_Russia
айхал,россия	Aykhal
камышлинский район,россия	Kamyshlinsky_District
балашовский район,россия	Balashovsky_District
бомнак,россия	Bomnak
парфино,россия	Parfino
камень-на-обь,россия	Kamen-na-Obi
большеболдинский район,россия	Bolsheboldinsky_District
зеленогорск,россия	Zelenogorsk,_Saint_Petersburg
холуй,россия	Kholuy,_Ivanovo_Oblast
два висок,россия	Dve_Viski
ивангород,россия	Ivangorod
борогонцы,россия	Borogontsy
чунский район,россия	Chunsky_District
name,россия	city
волховский район,россия	Volkhovsky_District
галичский район,россия	Galichsky_District
бетюнец,россия	Betyuntsy
среднеколымский улус,россия	Srednekolymsky_District
базарно-карабулакский район,россия	Bazarno-Karabulaksky_District
мантуровский район,россия	Manturovsky_District,_Kursk_Oblast
климовский район,россия	Klimovsky_District
сорочинск,россия	Sorochinsk
шимановский район,россия	Shimanovsky_District
арск,россия	Arsk
краснокаменск,россия	Krasnokamensk,_Zabaykalsky_Krai
пыщугский район,россия	Pyshchugsky_District
колпашевский район,россия	Kolpashevsky_District
псков,россия	Pskov
иння,россия	Innyakh
отрадный,россия	Otradny,_Samara_Oblast
орос,россия	Orosu
обнинск,россия	Obninsk
титовка,россия	Titovka,_Murmansk_Oblast
район чертаново северный,россия	Chertanovo_Severnoye_District
даргавс,россия	Dargavs
беляевский район,россия	Belyayevsky_District
сусуман,россия	Susuman
трубчевск,россия	Trubchevsk
дальнегорск,россия	Dalnegorsk
радищевский район,россия	Radishchevsky_District
кропоткин,россия	Kropotkin,_Krasnodar_Krai
уральский,россия	Uralsky,_Sverdlovsk_Oblast
залегощенский район,россия	Zalegoshchensky_District
рязанский область,россия	Ryazan_Oblast
верхний тур,россия	Verkhnyaya_Tura
маймаг,россия	Maymaga
кумылженский район,россия	Kumylzhensky_District
кировск,россия	Kirovsk,_Murmansk_Oblast
усть-коксинский район,россия	Ust-Koksinsky_District
манас,россия	Manas_(urban-type_settlement)
водный,россия	Vodny,_Komi_Republic
серафимовичский район,россия	Serafimovichsky_District
ершов,россия	Yershov,_Saratov_Oblast
карсунский район,россия	Karsunsky_District
анапа,россия	Anapa
балахнинский район,россия	Balakhninsky_District
приозерский район,россия	Priozersky_District
рощино,россия	Roshchino,_Leningrad_Oblast
балаганна,россия	Balagannakh,_Verkhnevilyuysky_District,_Sakha_Republic
рефтинский,россия	Reftinsky
карачаевск,россия	Karachayevsk
жердевка,россия	Zherdevka,_Tambov_Oblast
большемурашкинский район,россия	Bolshemurashkinsky_District
апатит,россия	Apatity
карпогоры,россия	Karpogory
промышленный,россия	Promyshlenny,_Komi_Republic
ладушкин,россия	Ladushkin
дмитровский район,россия	Dmitrovsky_District,_Oryol_Oblast
крохино,россия	Krokhino,_Vologda_Oblast
милославский район,россия	Miloslavsky_District
магас,россия	Magas
деска,россия	Dyosku
ардатов,россия	Ardatov_(town),_Republic_of_Mordovia
аргас,россия	Argas,_Sakha_Republic
каневка,россия	Kanevka
плес,россия	Plyos,_Ivanovo_Oblast
багаевский район,россия	Bagayevsky_District
кыштым,россия	Kyshtym
апшеронск,россия	Apsheronsk
бердинка,россия	Berdinka
поворинский район,россия	Povorinsky_District
туманный,россия	Tumanny
уянди,россия	Uyandi
ченгер,россия	Chengere
уорай,россия	Uoray
приютово,россия	Priyutovo,_Republic_of_Bashkortostan
можайский район,россия	Mozhaysky_District,_Moscow_Oblast
калининский район,россия	Kalininsky_District,_Tver_Oblast
устье,россия	Ustye,_Ust-Kubinsky_District,_Vologda_Oblast
россошанский район,россия	Rossoshansky_District
пластун,россия	Plastun_(urban-type_settlement)
мара,россия	Mar,_Russia
ена,россия	Yona,_Russia
красноуфимск,россия	Krasnoufimsk
большеулуйский район,россия	Bolsheuluysky_District
шебалинский район,россия	Shebalinsky_District
жердевский район,россия	Zherdevsky_District
зверево,россия	Zverevo
эртильский район,россия	Ertilsky_District
сураж,россия	Surazh
берлин,россия	Berlin
