вильферсдорф	Wilfersdorf
вильямонтан-де-ла-вальдуэрна	Villamontán_de_la_Valduerna
берсокана	Berzocana
бивертон,орегон	Beaverton,_Oregon
вольфурт	Wolfurt
амброз	Ambrose,_North_Dakota
билина	Bílina
вальдовиньо	Valdoviño
бирдсли,миннесота	Beardsley,_Minnesota
виццола-тичино	Vizzola_Ticino
вайксельбаум,бургенланд	Weichselbaum
аццано-д’асти	Azzano_d'Asti
высоковск	Vysokovsk
барроу-ин-фернесс	Barrow-in-Furness
вильямайор-де-тревиньо	Villamayor_de_Treviño
амато,италия	Amato
буинск	Buinsk,_Republic_of_Tatarstan
аллен,валле-д’аоста	Allein
бускистар	Busquístar
вэньчжоу	Wenzhou
видлисбах	Wiedlisbach
бад-фишау-брунн	Bad_Fischau-Brunn
абабух	Ababuj
айвалык	Ayvalık
аелло-дель-фриули	Aiello_del_Friuli
атри	Atri,_Abruzzo
вогонья	Vogogna
аньяна-калабра	Agnana_Calabra
анькан	Ankang
бардзано	Barzanò
бендер-дейлем	Bandar_Deylam
волгоград	Volgograd
вэйфан	Weifang
бавлы	Bavly
вернанте	Vernante
вёргль	Wörgl
бойд,город	Boyd,_Minnesota
вааса	Vaasa
анантнаг	Anantnag
воттиньяско	Vottignasco
валдиз	Valdez,_Alaska
веллуру	Vellore
бербанк,калифорния	Burbank,_California
брайтенау,нижняя австрия	Breitenau,_Lower_Austria
августенборг	Augustenborg,_Denmark
вегасервера	Vegacervera
ардиса	Ardisa
березовка	Berezivka
бехине	Bechyně
буссо,город	Busso
безате	Besate
барасат	Barasat
вольтурара-аппула	Volturara_Appula
арлон	Arlon
бучине	Bucine
бхагалпур	Bhagalpur
альгаринехо	Algarinejo
валлелунга-пратамено	Vallelunga_Pratameno
альфедена	Alfedena
вэньчан,город	Wenchang
бахарампур	Baharampur
бишелье	Bisceglie
бомонт	Beaumont,_Texas
айнзидельн	Einsiedeln
беканкур	Bécancour,_Quebec
вильяльба-де-перехиль	Villalba_de_Perejil
вильяэспаса	Villaespasa
бонорва	Bonorva
вирджилио	Virgilio,_Lombardy
велилья-де-эбро	Velilla_de_Ebro
вентура	Ventura,_California
брекенридж,миннесота	Breckenridge,_Minnesota
ассоло	Assolo
вальехера	Vallejera
барранкас	Barrancas,_La_Guajira
боруджен	Borujen
аргос,город	Argos
беломорск	Belomorsk
барипада	Baripada
арчинаццо-романо	Arcinazzo_Romano
виддальба	Viddalba
амбато	Ambato,_Ecuador
берни	Burnie,_Tasmania
вальдкирхен-ан-дер-тайя	Waldkirchen_an_der_Thaya
баббитт,миннесота	Babbitt,_Minnesota
ареополис	Areopoli
банкетте	Banchette
анока,город	Anoka,_Minnesota
ангронья	Angrogna
баньоли-дель-триньо	Bagnoli_del_Trigno
бакленд,аляска	Buckland,_Alaska
буонабитаколо	Buonabitacolo
алькофен,верхняя австрия	Alkoven
вытегра	Vytegra
блинденмаркт	Blindenmarkt
борго-а-моццано	Borgo_a_Mozzano
амуско	Amusco
альтаре	Altare
вильяльбилья-де-бургос	Villalbilla_de_Burgos
альбек	Albeck,_Carinthia
вальес-де-паленсуэла	Valles_de_Palenzuela
вестенанова	Vestenanova
агуэро,уэска	Agüero,_Huesca
бетлехем,пенсильвания	Bethlehem,_Pennsylvania
бивонджи	Bivongi
арсуа	Arzúa
валдиз,аляска	Valdez,_Alaska
асадабад	Asadabad,_Iran
бивер-крик,миннесота	Beaver_Creek,_Minnesota
айяс	Ayas,_Aosta_Valley
барле-нассау	Baarle-Nassau
бормла	Cospicua
амарони	Amaroni
бонаруйе	Banaruiyeh
браке,везер	Brake,_Lower_Saxony
арандилья	Arandilla
бюзум	Büsum
валье-де-тобалина	Valle_de_Tobalina
брейди	Brady,_Texas
вайсвассер	Weißwasser
бодокена	Bodoquena
баворов,чехия	Bavorov
алецио	Alezio
аба	Aba,_Abia
вильянуэва-де-гальего	Villanueva_de_Gállego
вертавильо	Vertavillo
вайле	Vejle
буттильера-альта	Buttigliera_Alta
вольтидо	Voltido
бинетто	Binetto
боскония	Bosconia
альюэва	Allueva
андрате	Andrate
бее	Bee,_Piedmont
вильфранш-сюр-мер	Villefranche-sur-Mer
бад-клайнкирххайм	Bad_Kleinkirchheim
буронцо	Buronzo
бейтар-илит	Beitar_Illit
баллао	Ballao
альтурас	Alturas,_California
бузаки	Busachi
баньос-де-вальдеарадос	Baños_de_Valdearados
борги	Borghi
вишакхапатнам	Visakhapatnam
антрацит,область	Antratsyt
вепперсдорф	Weppersdorf
вильянуэва-де-ла-хара	Villanueva_de_la_Jara
боретто	Boretto
бозентино	Bosentino
ваксхольм	Vaxholm
вальдефуэнтес-дель-парамо	Valdefuentes_del_Páramo
борджо-верецци	Borgio_Verezzi
абадан	Abadan,_Iran
акворт	Acworth,_Georgia
бржезова	Březová_(Sokolov_District)
вега-де-санта-мария	Vega_de_Santa_María
алхамбра	Alhambra,_California
бурухон	Burujón
бивер-крик,город	Beaver_Creek,_Minnesota
берчвуд-виллидж,миннесота	Birchwood_Village,_Minnesota
белфаст	Belfast
арсеньев,город	Arsenyev
антиок,калифорния	Antioch,_California
арден-хилс	Arden_Hills,_Minnesota
вестоне	Vestone
брутен,миннесота	Brooten,_Minnesota
вилькия	Vilkija
агуавива	Aguaviva
валлерано	Vallerano
амендолара	Amendolara
вавр	Wavre
вилланова-дель-силларо	Villanova_del_Sillaro
аруначала	Arunachala
ваццано	Vazzano
вронки	Wronki
аранда-де-монкайо	Aranda_de_Moncayo
баденас	Bádenas
валье-де-вальдебесана	Valle_de_Valdebezana
белвидир	Belvidere,_Illinois
видигульфо	Vidigulfo
бингхем-лейк,город	Bingham_Lake,_Minnesota
велюнь	Wieluń
вилла-латина	Villa_Latina
ветлуга,город	Vetluga
анверса-дельи-абруцци	Anversa_degli_Abruzzi
вивель-дель-рио-мартин	Vivel_del_Río_Martín
альбрехтсберг-ан-дер-гросен-кремс	Albrechtsberg_an_der_Großen_Krems
барбуэс	Barbués
бланско	Blansko
вальфенера	Valfenera
бандо	Bandō,_Ibaraki
велада	Velada
андало	Andalo
велихово	Wielichowo
вентотене	Ventotene
брукстон,миннесота	Brookston,_Minnesota
бельмонте-пичено	Belmonte_Piceno
вернон-сентер	Vernon_Center,_Minnesota
боубеллс,северная дакота	Bowbells,_North_Dakota
аппенцелль	Appenzell_(town)
артик	Artik
афтон,город	Afton,_Minnesota
виллата	Vallata
альтхайм,верхняя австрия	Altheim,_Austria
вайнона	Winona,_Mississippi
борутта	Borutta
буддузо	Buddusò
валларса	Vallarsa
аллувьони-камбио	Alluvioni_Cambiò
бжозув	Brzozów
аветрана	Avetrana
айона,миннесота	Iona,_Minnesota
бишкек	Bishkek
агео	Ageo,_Saitama
армази	Armazi
аран-и-бидголь	Aran_va_Bidgol
бейкерсфилд	Bakersfield,_California
барди,город	Bardi,_Emilia-Romagna
альфьянелло	Alfianello
село ваган	Vahan,_Armenia
анаконда	Anaconda,_Montana
брандико	Brandico
бедиас	Bedias,_Texas
валлизеллен	Wallisellen
вионе	Vione
ашано	Asciano
боргоманеро	Borgomanero
вальпеллин	Valpelline,_Aosta_Valley
брустер	Brewster,_Minnesota
виваро	Vivaro
арберг	Aarberg
аванш	Avenches
бальбоа	Balboa,_León
аркуньяно	Arcugnano
ванг	Wang,_Austria
бельцы	Bălți
вальпараисо	Valparaíso
вахрушево	Vakhrusheve
вильяверде-мохина	Villaverde-Mogina
вальдивия	Valdivia
бойро	Boiro
выкса	Vyksa
брессанвидо	Bressanvido
вобарно	Vobarno
баньоло-ди-по	Bagnolo_di_Po
амбалавао	Ambalavao
валашске-мезиржичи	Valašské_Meziříčí
виллард,миннесота	Villard,_Minnesota
вальдельтормо	Valdeltormo
аннополь	Annopol
виллалаго	Villalago
волоколамск	Volokolamsk
бергамаско,италия	Bergamasco,_Piedmont
боргосезия	Borgosesia
браунс-валли	Browns_Valley,_Minnesota
бернеццо	Bernezzo
бельфьоре	Belfiore
вайсензе	Weissensee,_Austria
бельвилл	Belleville,_Arkansas
баджер,город	Badger,_Minnesota
бене-ларио	Bene_Lario
авильяно умбро	Avigliano_Umbro
бусовача	Busovača
байвабик,город	Biwabik,_Minnesota
арола	Arola
белгрейд	Belgrade,_Montana
вилла-сан-джованни-ин-туша	Villa_San_Giovanni_in_Tuscia
виго	Vigo
арта-терме	Arta_Terme
вянта,город	Venta
бруньера	Brugnera
валледольмо	Valledolmo
амбатундразака	Ambatondrazaka
бадами	Badami
бирдсли	Beardsley,_Minnesota
бук	Buk
арба	Arba,_Friuli-Venezia_Giulia
бурайда	Buraidah
алма-ата	Almaty
альтштеттен,санкт-галлен	Altstätten
больюльос-де-ла-митасьон	Bollullos_de_la_Mitación
бейонн	Bayonne,_New_Jersey
вонджу	Wonju
вильянуэва-де-лас-мансанас	Villanueva_de_las_Manzanas
берривилл,арканзас	Berryville,_Arkansas
борегард,приход	Beauregard_Parish,_Louisiana
бергама	Bergama
берцо-инфериоре	Berzo_Inferiore
боровани	Borovany_(České_Budějovice_District)
балангир	Balangir
аренцано	Arenzano
айлоке	Ailoche
воломин	Wołomin
бремерхафен	Bremerhaven
борго-паче	Borgo_Pace
ауаса,город	Awasa
верховцево	Verkhivtseve
бехихар	Begíjar
брешиа	Brescia
бекли	Beckley,_West_Virginia
бивер-бей,миннесота	Beaver_Bay,_Minnesota
алькаудете-де-ла-хара	Alcaudete_de_la_Jara
альцано-скривия	Alzano_Scrivia
апамея	Apamea,_Syria
арвандкенар	Arvandkenar
вайден-ам-зе	Weiden_am_See
винники	Vynnyky
асков,миннесота	Askov,_Minnesota
альтино	Altino,_Abruzzo
вайдор	Vidor,_Texas
вилла-пома	Villa_Poma
бивертон	Beaverton,_Oregon
бардальюр	Bardallur
винадио	Vinadio
блажова	Błażowa
брото	Broto
вольфсбург	Wolfsburg
вила-реал-де-санту-антониу	Vila_Real_de_Santo_António_(parish)
боада-де-кампос	Boada_de_Campos
боллате	Bollate
вальделакальсада	Valdelacalzada
боруп	Borup,_Minnesota
вико-экуэнсе	Vico_Equense
выхма	Võhma
баньореджо	Bagnoregio
бекингем	Buckingham,_Richardson,_Texas
бхадрак	Bhadrak
ашшур	Assur
арта,город	Arta,_Greece
венглинец	Węgliniec
баффало-лейк	Buffalo_Lake,_Minnesota
араусо-де-сальсе	Arauzo_de_Salce
венегоно-супериоре	Venegono_Superiore
апостолово	Apostolove
бакингхем,квебек	Buckingham,_Quebec
аненто	Anento
агидель	Agidel
аулла	Aulla
анкува	Ankuwa
вигуццоло	Viguzzolo
агуаскальентес	Aguascalientes,_Aguascalientes
барбарано-романо	Barbarano_Romano
виллар-дора	Villar_Dora
баррейру	Barreiro_(city)
бельмонте-кастелло	Belmonte_Castello
варкаус	Varkaus
асперхофен	Asperhofen
бартоломеберг	Bartholomäberg
армеро	Armero
бухарест	Bucharest
альбентоса	Albentosa
брукстон,город	Brookston,_Minnesota
верхний уфалей	Verkhny_Ufaley
бознаско	Bosnasco
александрув-лодзинский	Aleksandrów_Łódzki
верроне	Verrone
брукпорт	Brookport,_Illinois
беналуа-де-лас-вильяс	Benalúa_de_las_Villas
богушув-горце	Boguszów-Gorce
варизелла	Varisella
бергхайм,флахгау	Bergheim,_Austria
бентонвилл	Bentonville,_Arkansas
аиса	Aísa
бинасед	Binaced
бок	Bock,_Minnesota
вилла-аньедо	Villa_Agnedo
ариелли	Arielli
виллароманьяно	Villaromagnano
брукстон	Brookston,_Minnesota
бассано-романо	Bassano_Romano
асеред	Acered
бхивани	Bhiwani
борго-тоссиньяно	Borgo_Tossignano
бузана	Busana
вальтурнанш	Valtournenche
авока,город	Avoca,_Minnesota
власиха,московская область	Vlasikha,_Moscow_Oblast
безоццо	Besozzo
брутен,город	Brooten,_Minnesota
брайант	Bryant,_Arkansas
баньос-де-ла-энсина	Baños_de_la_Encina
вуковар	Vukovar
айона	Iona,_Minnesota
аццанелло	Azzanello
алессандрия	Alessandria
варедо	Varedo
боболице	Bobolice
винкларн,австрия	Winklarn,_Austria
амоль	Amol
болоньяно	Bolognano
визельбург-ланд	Wieselburg-Land
бранкалеоне	Brancaleone,_Calabria
верруа-по	Verrua_Po
вальдисотто	Valdisotto
баббитт	Babbitt,_Minnesota
айванхо,город	Ivanhoe,_Minnesota
вайсензе,австрия	Weissensee,_Austria
алмере	Almere
бендеры	Bender,_Moldova
бохум	Bochum
вилладеати	Villadeati
венсильон	Vencillón
беркли,калифорния	Berkeley,_California
вальярта-де-буреба	Vallarta_de_Bureba
борго-сан-сиро	Borgo_San_Siro
брегано	Bregano
боа-виста	Boa_Vista,_Roraima
винета	Vineta
бьянко	Bianco
вильякиран-де-лос-инфантес	Villaquirán_de_los_Infantes
азильяно-венето	Asigliano_Veneto
алькончель-де-ариса	Alconchel_de_Ariza
арвада	Arvada,_Colorado
ариццано	Arizzano
билокси,миссисипи	Biloxi,_Mississippi
брачильяно	Bracigliano
асутан	Azután
виджанелло,италия	Viggianello
венаротта	Venarotta
богучар	Boguchar
викторвилл	Victorville,_California
район баррейру	Barreiro_(city)
абхар	Abhar
брюкль	Brückl
вышгород	Vyshhorod
коммуна версуа	Versoix
вишнёвое	Vyshneve
бехбехан	Behbahan
березно	Berezne
вальверде-де-ла-вирхен	Valverde_de_la_Virgen
борджа	Borgia,_Calabria
блафтон,город	Bluffton,_Minnesota
бенсон,город	Benson,_Minnesota
алес,италия	Ales,_Sardinia
арден-хилс,город	Arden_Hills,_Minnesota
висмар	Wismar
альберо-бахо	Albero_Bajo
азильяно-верчеллезе	Asigliano_Vercellese
владимир-волынский	Volodymyr-Volynskyi
вальперга	Valperga
арройо-де-ла-лус	Arroyo_de_la_Luz
ачи-катена	Aci_Catena
бернсвилл	Burnsville,_Minnesota
виньоло	Vignolo
анактувук-пасс,аляска	Anaktuvuk_Pass,_Alaska
антандрос	Antandrus
броккостелла	Broccostella
апрелевка	Aprelevka
альмонасид-де-толедо	Almonacid_de_Toledo
боксдорф	Bocksdorf
амаро	Amaro,_Friuli
брэдли,арканзас	Bradley,_Arkansas
биллингс,монтана	Billings,_Montana
валья	Vaglia
бандо,город	Bandō,_Ibaraki
виллановафранка	Villanovafranca
бендер-хомейни	Bandar-e_Emam_Khomeyni
вильянуэва-дель-ребольяр-де-ла-сьерра	Villanueva_del_Rebollar_de_la_Sierra
альсено	Alseno
виллачидро	Villacidro
вильяр-дель-сальс	Villar_del_Salz
априка	Aprica
аркуа-петрарка	Arquà_Petrarca
алькольярин	Alcollarín
брутен	Brooten,_Minnesota
биньчжоу	Binzhou
виджанелло	Viggianello
бейт-сахур	Beit_Sahour
бомдила	Bomdila
боньянко	Bognanco
берсияль-де-сапардьель	Bercial_de_Zapardiel
бревиг-мишн	Brevig_Mission,_Alaska
армунджа	Armungia
анголо-терме	Angolo_Terme
беас-де-сегура	Beas_de_Segura
абано-терме	Abano_Terme
вилла-санта-мария	Villa_Santa_Maria
авара	Awara,_Fukui
ворожба	Vorozhba
варка,город	Warka
волжский	Volzhsky,_Volgograd_Oblast
амакуса,город	Amakusa,_Kumamoto
бочжоу	Bozhou
балхаш,город	Balkhash_(city)
армения	Armenia,_Antioquia
аллеге	Alleghe
брук-парк,город	Brook_Park,_Minnesota
аинса-собрарбе	Aínsa-Sobrarbe
вилла-эстенсе	Villa_Estense
базильо	Basiglio
бисмарк,северная дакота	Bismarck,_North_Dakota
верхоянск	Verkhoyansk
вероленго	Verolengo
багалкот	Bagalkot
вау,южный судан	Wau,_South_Sudan
вендроньо	Vendrogno
армянск	Armyansk
беллано	Bellano
блэкдак	Blackduck,_Minnesota
борнаско	Bornasco
арадео	Aradeo
батхинда	Bathinda
безана-ин-брианца	Besana_in_Brianza
акко	Acre,_Israel
бойд	Boyd,_Minnesota
бока-ратон,флорида	Boca_Raton,_Florida
болниси	Bolnisi
биббьяно	Bibbiano
буе,хорватия	Buje
альбуццано	Albuzzano
бад-шёнау	Bad_Schönau
бушир	Bushehr
бонифати	Bonifati
арцакена,сардиния	Arzachena
берестечко	Berestechko
альмодовар-дель-пинар	Almodóvar_del_Pinar
асан	Asan
велезо	Veleso
вильясабарьего	Villasabariego
больсена	Bolsena
бьено	Bieno
ванье	Vanier,_Ontario
бонаркадо	Bonarcado
вильдендюрнбах	Wildendürnbach
вальде-усьеса	Valde-Ucieza
барбуньялес	Barbuñales
альмодовар-дель-рио	Almodóvar_del_Río
асия,город	Ashiya,_Hyōgo
байло	Bailo,_Spain
вельке-капушаны	Veľké_Kapušany
венеция	Venice
баян-нур	Bayannur
бруклин-парк	Brooklyn_Park,_Minnesota
андервуд,город	Underwood,_Minnesota
астане	Astaneh,_Markazi
валенса,португалия	Valença,_Portugal
бад	Badrud
визен	Wiesen,_Austria
бенито-хуарес	Benito_Juárez_Municipality,_Quintana_Roo
аллахабад	Allahabad
априлия	Aprilia,_Lazio
алмело	Almelo
бурынь	Buryn
вилла-ди-тирано	Villa_di_Tirano
араменго	Aramengo
анела	Anela
вильянуэва-де-хилока	Villanueva_de_Jiloca
бонгайгаон	Bongaigaon
вонгровец	Wągrowiec
вараби	Warabi,_Saitama
багратионовск	Bagrationovsk
аннандейл,миннесота	Annandale,_Minnesota
вудбери,миннесота	Woodbury,_Minnesota
виколи	Vicoli
альбьяте	Albiate
балаклава	Balaklava
висейлия	Visalia,_California
буссоленго	Bussolengo
бероун	Beroun
борго-сан-мартино	Borgo_San_Martino
битти	Bitti
аутильо-де-кампос	Autillo_de_Campos
виласантар	Vilasantar
аннака	Annaka,_Gunma
асколи-сатриано	Ascoli_Satriano
алдан	Aldan,_Russia
аспендос	Aspendos
альгадефе	Algadefe
валбжих	Wałbrzych
бельфорте-монферрато	Belforte_Monferrato
арклоу	Arklow
ананд,гуджарат	Anand,_Gujarat
альба-де-серрато	Alba_de_Cerrato
альтхофен	Althofen
альцано-ломбардо	Alzano_Lombardo
бедфорд	Bedford,_Virginia
борсиппа	Borsippa
борго-маджоре	Borgo_Maggiore
броссаско	Brossasco
алькала-де-эбро	Alcalá_de_Ebro
весьегонск	Vesyegonsk
бардхаман	Bardhaman
абрантиш	Abrantes
венегоно-инфериоре	Venegono_Inferiore
бильдштайн	Bildstein
вифлеем	Bethlehem
баколи	Bacoli
абха	Abha
амами	Amami,_Kagoshima
аффольтерн-на-альбисе	Affoltern_am_Albis
великий новгород	Veliky_Novgorod
альтхайм	Altheim,_Austria
бардо	Bardo,_Poland
афтон,миннесота	Afton,_Minnesota
беллуно	Belluno
вольбуж,город	Wolbórz
валга	Valga,_Estonia
вольпьяно	Volpiano
вильятурьель	Villaturiel
виссо	Visso
беседильяс	Becedillas
вердзуоло	Verzuolo
акитаката	Akitakata,_Hiroshima
воднян	Vodnjan
вольбром	Wolbrom
броуэрвилл	Browerville,_Minnesota
боулус	Bowlus,_Minnesota
бороре	Borore
бейпорт,миннесота	Bayport,_Minnesota
вигарано-майнарда	Vigarano_Mainarda
амадора	Amadora
альберуэла-де-тубо	Alberuela_de_Tubo
вильяфранка-де-эбро	Villafranca_de_Ebro
варнсдорф	Varnsdorf
бенковац	Benkovac
бигарелло	Bigarello
авиано	Aviano
вяземский,город	Vyazemsky,_Khabarovsk_Krai
балашиха	Balashikha
вайтен	Weiten
виллар-сан-костанцо	Villar_San_Costanzo
антакья	Antakya
альцате-брианца	Alzate_Brianza
врбно-под-прадедем	Vrbno_pod_Pradědem
бадия-павезе	Badia_Pavese
вальбревенна	Valbrevenna
альмендраль-де-ла-каньяда	Almendral_de_la_Cañada
брун-ан-дер-вильд	Brunn_an_der_Wild
вирудунагар	Virudhunagar
быхава	Bychawa
богодухов	Bohodukhiv
вильяльба-де-дуэро	Villalba_de_Duero
банияс,город	Banias
брацигово	Bratsigovo
амажари	Amajari
алонг	Along,_Arunachal_Pradesh
вилла-вичентина	Villa_Vicentina
быстшица-клодзка	Bystrzyca_Kłodzka
всхова	Wschowa
баратили-сан-пьетро	Baratili_San_Pietro
болоньола	Bolognola
баярдо	Bajardo
амбон,город	Ambon,_Maluku
воронеж	Voronezh
алту-парнаиба	Alto_Parnaíba
аргун	Argun,_Chechen_Republic
анте-сент-андре	Antey-Saint-André
асинас	Hacinas
брембьо	Brembio
вьяриджи	Viarigi
войцешув	Wojcieszów
висагинас	Visaginas
бергамаско	Bergamasco,_Piedmont
алегзандрия,город	Alexandria,_Minnesota
америка-ii,тамаулипас	América_II,_Tamaulipas
битола	Bitola
вишнупур	Bishnupur,_Bankura
бокейхон	Boqueixón
алланд	Alland
броквилл,онтарио	Brockville
байвабик,миннесота	Biwabik,_Minnesota
вильферсдорф,нижняя австрия	Wilfersdorf
вудленд,миннесота	Woodland,_Minnesota
актобе	Aktobe
бибербах,австрия	Biberbach,_Austria
вилла-карчина	Villa_Carcina
бидар	Bidar
амблер	Ambler,_Alaska
баболь	Babol
вилково	Vylkove
вильферсдорф,австрия	Wilfersdorf
аллеппи	Alappuzha
анкуд	Ancud
вольфсберг,каринтия	Wolfsberg,_Carinthia
бенамехи	Benamejí
алотау	Alotau
вонхоцк	Wąchock
акуне	Akune,_Kagoshima
верхнеднепровск	Verkhnodniprovsk
авеллино	Avellino
вантаа	Vantaa
варта,город	Warta,_Poland
анахайм	Anaheim,_California
братунац	Bratunac
браунау-ам-инн	Braunau_am_Inn
альдено	Aldeno
балашов,город	Balashov_(town)
адамс	Adams,_Minnesota
вилюйск	Vilyuysk
вилла-санта-лучия-дельи-абруцци	Villa_Santa_Lucia_degli_Abruzzi
аслинг,тироль	Assling
бекаси	Bekasi
вико-дель-гаргано	Vico_del_Gargano
абаза,город	Abaza_(town)
верделло	Verdello
верндейл,город	Verndale,_Minnesota
вега-де-эспинареда	Vega_de_Espinareda
артонье	Artogne
бендер-конг	Kong,_Iran
викальви	Vicalvi
бжег-дольны	Brzeg_Dolny
боргомазино	Borgomasino
виктор-харбор	Victor_Harbor,_South_Australia
бенамаурель	Benamaurel
вимперк	Vimperk
алексин	Aleksin
виско	Visco,_Friuli
агаджари,хузестан	Aghajari
арнавуткёй	Arnavutköy_(district)
аркуата-скривия	Arquata_Scrivia
альтурас,калифорния	Alturas,_California
васко-да-гама	Vasco_da_Gama,_Goa
бакар	Bakar
барро,испания	Barro
бакнер	Buckner,_Arkansas
багдати	Baghdati
валье-де-льерп	Valle_de_Lierp
арсуф	Arsuf
ваттаро	Vattaro
барро	Barro
бюль	Bulle
белая калитва	Belaya_Kalitva
альгарробо	Algarrobo,_Magdalena
вальверде-дель-фресно	Valverde_del_Fresno
великие мосты	Velyki_Mosty
блуминг-прери	Blooming_Prairie,_Minnesota
аритцо	Aritzo
аладжа-хююк	Alaca_Höyük
боза,сардиния	Bosa
вальпрато-соана	Valprato_Soana
адзельо	Azeglio
анан,токусима	Anan,_Tokushima
буй,город	Buy,_Kostroma_Oblast
алвар	Alwar
бельмонте-де-сан-хосе	Belmonte_de_San_José
боччолето	Boccioleto
борно	Borno,_Lombardy
бриттоли	Brittoli
барыш	Barysh
вальграна	Valgrana
альколеа-де-тахо	Alcolea_de_Tajo
бурон	Burón
бловице	Blovice
бучач	Buchach
аккадия	Accadia
брессо	Bresso
бирсфельден	Birsfelden
алта	Alta,_Norway
арсе	Arce
ангуилара-венета	Anguillara_Veneta
баррали	Barrali
бармер	Barmer,_Rajasthan
вильятуэльда	Villatuelda
билибино	Bilibino
арагуэс-дель-пуэрто	Aragüés_del_Puerto
аньора	Añora
бад-санкт-леонхард-им-лафантталь	Bad_Sankt_Leonhard_im_Lavanttal
виллар-фоккьярдо	Villar_Focchiardo
виллагранде-стризайли	Villagrande_Strisaili
вилла-санто-стефано	Villa_Santo_Stefano
бадерсдорф	Badersdorf
вайлдвуд	Wildwood,_New_Jersey
амфиса	Amfissa
вайнцирль-ам-вальде	Weinzierl_am_Walde
вас	Vas,_Veneto
вельки-шенов	Velký_Šenov
вильяверде-дель-монте	Villaverde_del_Monte
вилланова-дель-баттиста	Villanova_del_Battista
арвье	Arvier
бедолло	Bedollo
антонимина	Antonimina
вайтен,нижняя австрия	Weiten
багхпат	Baghpat
больцано-вичентино	Bolzano_Vicentino
бросас	Brozas
вильялькасар-де-сирга	Villalcázar_de_Sirga
баттуда	Battuda
арнаско	Arnasco
висьен	Vicién
вильямурьель-де-серрато	Villamuriel_de_Cerrato
верчея	Verceia
вилла-миноццо	Villa_Minozzo
бемиджи	Bemidji,_Minnesota
азуни	Asuni
вайнбург,нижняя австрия	Weinburg
батерст	Bathurst,_New_South_Wales
бортигали	Bortigali
вильядеканес	Toral_de_los_Vados
вольфау	Wolfau
агарти	Agartha
виваро-романо	Vivaro_Romano
виагранде	Viagrande
ангуэс	Angüés
браунс-валли,город	Browns_Valley,_Minnesota
блайтвилл,арканзас	Blytheville,_Arkansas
барсьенсе	Barcience
ворожба,город	Vorozhba
бэйань	Bei'an
баксан	Baksan
валье-де-сантибаньес	Valle_de_Santibáñez
альбьоло	Albiolo
бенешов	Benešov
айроле	Airole
базиано	Basiano
арнольдштайн	Arnoldstein
большой камень	Bolshoy_Kamen
высоцк	Vysotsk
веррей	Verrayes
альбидзате	Albizzate
вильясаррасино	Villasarracino
боре,италия	Bore,_Emilia-Romagna
асан,город	Asan
арта	Arta,_Greece
буй	Buy,_Kostroma_Oblast
виллессе	Villesse
алтура,миннесота	Altura,_Minnesota
алварейдо,миннесота	Alvarado,_Minnesota
баакуба	Baqubah
бренес	Brenes
бохов	Bochov
бруньято	Brugnato
аркашон	Arcachon
бертиоло	Bertiolo
асбест	Asbest
алушта	Alushta
андон	Andong
благовещенск	Blagoveshchensk,_Republic_of_Bashkortostan
баришано	Barisciano
валье-де-бардахи	Valle_de_Bardají
батайск	Bataysk
бирнин-кебби	Birnin_Kebbi
адаб,город	Adab_(city)
брайтенау,австрия	Breitenau,_Lower_Austria
винтерсвейк	Winterswijk
бремен	Bremen
арск	Arsk
бейт-эль	Beit_El
агуачика	Aguachica
абахас	Abajas
варберг,швеция	Varberg
бусто-арсицио	Busto_Arsizio
аланис	Alanís
брента	Brenta,_Lombardy
вунсокет	Woonsocket,_Rhode_Island
баку	Baku
бирск	Birsk
ахва	Ahwa
виборг,город	Viborg,_Denmark
адилабад	Adilabad
бесейте	Beceite
анья	Agna
борго-д’але	Borgo_d'Ale
валера-фратта	Valera_Fratta
вилла-литерно	Villa_Literno
аомори	Aomori,_Aomori
благовещенск,башкортостан	Blagoveshchensk,_Republic_of_Bashkortostan
атонуэво	Hatonuevo
