буэнос-айрес,аргентина	Buenos_Aires
брандико,италия	Brandico
бальцола,италия	Balzola
вильядемор-де-ла-вега,испания	Villademor_de_la_Vega
броссо,италия	Brosso
бирск,россия,башкортостан	Birsk
вильяэскуса-де-роа,испания	Villaescusa_de_Roa
белур,индия	Belur
баньо-а-риполи,италия	Bagno_a_Ripoli
албуфейра,	Albufeira
беломорск,россия,республика карелия,карелия	Belomorsk
банияс,город,израиль,	Banias
висла,город,польша	Wisła
альбано-ди-лукания,италия	Albano_di_Lucania
альдеуэла-де-льестос,испания	Aldehuela_de_Liestos
вила-нова-ди-гая,	Vila_Nova_de_Gaia
арозио,италия,италия	Arosio
америка-ii,тамаулипас,	América_II,_Tamaulipas
бердестан,иран	Bardestan
балашов,город,россия,саратовская область	Balashov_(town)
альбек,каринтия,австрия	Albeck,_Carinthia
алькала-де-монкайо,испания	Alcalá_de_Moncayo
балашшадьярмат,венгрия	Balassagyarmat
бхимтал,индия	Bhimtal
бренес,испания	Brenes
бальме,италия	Balme
бойсе,город,соединённые штаты америки,сша,америка	Boise,_Idaho
арта,город,греция,греция	Arta,_Greece
виллессе,италия	Villesse
балта,украина	Balta,_Ukraine
вернаска,италия	Vernasca
вёртерберг,австрия	Wörterberg
ваприо-д’адда,италия	Vaprio_d'Adda
вильяр-де-олалья,испания	Villar_de_Olalla
бабимост,польша	Babimost
вигонца,италия	Vigonza
альбуньяно,италия	Albugnano
арск,россия,татарстан	Arsk
бальдиссеро-канавезе,италия	Baldissero_Canavese
альмонасид-де-ла-сьерра,испания	Almonacid_de_la_Sierra
вильявьюдас,испания	Villaviudas
виано,италия	Viano
альмодовар-дель-кампо,испания	Almodóvar_del_Campo
вриндавана,индия	Vrindavan
бовилле-эрника,италия	Boville_Ernica
вилюйск,россия,якутия	Vilyuysk
виллар-пелличе,италия	Villar_Pellice
асаба,нигерия	Asaba,_Delta
амбалавао,мадагаскар	Ambalavao
бендер-гез,иран	Bandar-e_Gaz
влёра,	Vlorë
вильямуэлас,	Villamuelas
бордано,италия	Bordano
виль,санкт-галлен,швейцария	Wil
волоколамск,россия,московская область	Volokolamsk
альбинея,италия	Albinea
ваттенберг,австрия	Wattenberg,_Tyrol
акворт,соединённые штаты америки,сша,америка	Acworth,_Georgia
анандпур сахиб,индия	Anandpur_Sahib
ватикан,	Vatican_City
алерия,франция	Aléria
акаба,иордания	Aqaba
бергама,турция	Bergama
вулкан,румыния,румыния	Vulcan,_Hunedoara
арканзас-сити,арканзас,соединённые штаты америки,сша,америка	Arkansas_City,_Arkansas
викальви,италия	Vicalvi
вашковцы,район,вижницкий район,черновицкая область	Vashkivtsi
буско-здруй,польша	Busko-Zdrój
бьеловар,хорватия	Bjelovar
азильяно-верчеллезе,италия	Asigliano_Vercellese
вильяда,испания	Villada
вильянуэва-дель-дуке,испания	Villanueva_del_Duque
валле-ди-маддалони,италия	Valle_di_Maddaloni
вильянгомес,испания	Villangómez
биндура,зимбабве	Bindura
бентивольо,италия	Bentivoglio,_Emilia-Romagna
асинас,испания	Hacinas
антверпен,бельгия	Antwerp
агрополи,италия	Agropoli
вольта-мантована,италия	Volta_Mantovana
брунталь,чехия,	Bruntál
вилламарцана,италия	Villamarzana
альберндорф-им-пулькауталь,австрия	Alberndorf_im_Pulkautal
антиок,калифорния,	Antioch,_California
бельведере-мариттимо,италия	Belvedere_Marittimo
бремен,германия	Bremen
алькофен,австрия,верхняя австрия,австрия	Alkoven
апиа,самоа	Apia
алибаг,индия	Alibag
бардонеккья,италия	Bardonecchia
бакэу,румыния	Bacău
вильянуньо-де-вальдавия,испания	Villanuño_de_Valdavia
волен,город,швейцария	Wohlen,_Aargau
бхопал,индия	Bhopal
ауриго,италия	Aurigo
боккильеро,италия	Bocchigliero
бытув,польша	Bytów
битонто,италия	Bitonto
брезова-под-брадлом,словакия	Brezová_pod_Bradlom
вареш,босния и герцеговина	Vareš
бочжоу,	Bozhou
бонвичино,италия	Bonvicino
вьесте,италия	Vieste
броньятуро,италия	Brognaturo
ардешен,турция	Ardeşen
вайдхофен-ан-дер-тайя,австрия	Waidhofen_an_der_Thaya
вагна,австрия	Wagna
бальдикьери-д’асти,италия	Baldichieri_d'Asti
бади-баситт,бразилия	Bady_Bassitt
багуэс,испания	Bagüés
буинск,татарстан,россия,татарстан	Buinsk,_Republic_of_Tatarstan
агилар-де-буреба,испания	Aguilar_de_Bureba
асия,город,	Ashiya,_Hyōgo
амблер,аляска,	Ambler,_Alaska
вьерлас,испания	Vierlas
асутан,испания	Azután
винадио,италия	Vinadio
вадокондес,испания	Vadocondes
аттимис,италия	Attimis
вимодроне,италия	Vimodrone
акаси,город,	Akashi,_Hyōgo
вильярдомпардо,испания	Villardompardo
бхандара,индия	Bhandara
вальфлориана,италия	Valfloriana
вильяррамьель,испания	Villarramiel
баньярия,италия	Bagnaria
бейнетте,италия	Beinette
белозерск,россия,вологодская область	Belozersk
армидейл,австралия	Armidale,_New_South_Wales
бороградек,чехия	Borohrádek
вурден,нидерланды	Woerden
арвада,колорадо,соединённые штаты америки,сша,америка	Arvada,_Colorado
артик,армения	Artik
вальденштайн,австрия	Waldenstein
альберобелло,италия	Alberobello
вильярьесо,испания	Villariezo
божи-дар,чехия	Boží_Dar
буин,иран,иран	Buin_Zahra
бреньяно,италия	Bregnano
вираншехир,турция	Viranşehir
ауаса,город,эфиопия	Awasa
